file	plot	n1	n2	p11	p12	p22	b	tag_tmax	ndiv	reps	tmax	mean_t_frac	max_t_frac	mean_sat_frac	max_sat_frac	points_with_any_saturation	points
initial_plane__N1_1200__N2_400__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3.txt	N1_1200__N2_400__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3__time_diagnostic.png	1200	400	0.9	0.02	0.9	1.06	100000	8	3	100000	0.6439506172839505	1.0	0.3786008230452675	1.0	51	81
initial_plane__N1_1200__N2_400__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3.txt	N1_1200__N2_400__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3__time_diagnostic.png	1200	400	0.9	0.02	0.9	1.06	50000	8	3	50000	0.7604938271604937	1.0	0.5761316872427983	1.0	64	81
initial_plane__N1_400__N2_1200__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3.txt	N1_400__N2_1200__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3__time_diagnostic.png	400	1200	0.9	0.02	0.9	1.06	100000	8	3	100000	0.642798353909465	1.0	0.41975308641975306	1.0	52	81
initial_plane__N1_400__N2_1200__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3.txt	N1_400__N2_1200__P11_0p9__P12_0p02__P22_0p9__B_1p06__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3__time_diagnostic.png	400	1200	0.9	0.02	0.9	1.06	50000	8	3	50000	0.7700411522633746	1.0	0.6090534979423867	1.0	62	81
initial_plane__N1_500__N2_500__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3.txt	N1_500__N2_500__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3__time_diagnostic.png	500	500	0.73	0.2	0.73	1.15	100000	8	3	100000	0.5490534979423868	1.0	0.3744855967078189	1.0	47	81
initial_plane__N1_500__N2_500__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3.txt	N1_500__N2_500__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3__time_diagnostic.png	500	500	0.73	0.2	0.73	1.15	50000	8	3	50000	0.665843621399177	1.0	0.51440329218107	1.0	53	81
initial_plane__N1_500__N2_500__P11_0p90__P12_0p20__P22_0p90__B_1p15__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3.txt	N1_500__N2_500__P11_0p90__P12_0p20__P22_0p90__B_1p15__R_0__E_m0p4__TMAX_100000__ndiv_8__reps_3__time_diagnostic.png	500	500	0.9	0.2	0.9	1.15	100000	8	3	100000	0.5716049382716049	1.0	0.41975308641975306	1.0	48	81
initial_plane__N1_500__N2_500__P11_0p90__P12_0p20__P22_0p90__B_1p15__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3.txt	N1_500__N2_500__P11_0p90__P12_0p20__P22_0p90__B_1p15__R_0__E_m0p4__TMAX_50000__ndiv_8__reps_3__time_diagnostic.png	500	500	0.9	0.2	0.9	1.15	50000	8	3	50000	0.6424691358024691	1.0	0.5061728395061729	1.0	52	81
