file	plot	n1	n2	p11	p12	p22	b	tag_tmax	ndiv	reps	tmax	mean_t_frac	max_t_frac	mean_sat_frac	max_sat_frac	points_with_any_saturation	points
initial_plane__N1_1200__N2_400__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_400000__ndiv_8__reps_3.txt	N1_1200__N2_400__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_400000__ndiv_8__reps_3__time_diagnostic.png	1200	400	0.73	0.2	0.73	1.15	400000	8	3	400000	0.020637860082304525	0.105	0.0	0.0	0	81
initial_plane__N1_400__N2_1200__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_400000__ndiv_8__reps_3.txt	N1_400__N2_1200__P11_0p73__P12_0p20__P22_0p73__B_1p15__R_0__E_m0p4__TMAX_400000__ndiv_8__reps_3__time_diagnostic.png	400	1200	0.73	0.2	0.73	1.15	400000	8	3	400000	0.02300411522633745	0.10333333333333333	0.0	0.0	0	81
