index	N1	N2	P11	P12	P22	B	R	E	update_rule	fermi_beta	ndiv	reps	output	plot
1	400	400	0.9	0.3	0.9	1.3	0	-0.4	1	5	10	5	c_paper/out/raw/initial_plane/initial_plane__N1_400__N2_400__P11_0p9__P12_0p3__P22_0p9__B_1p3__R_0__E_m0p4__TMAX_100000__rule_fermi__beta_5__ndiv_10__reps_5.txt	c_paper/out/plots/initial_plane/initial_plane__N1_400__N2_400__P11_0p9__P12_0p3__P22_0p9__B_1p3__R_0__E_m0p4__TMAX_100000__rule_fermi__beta_5__ndiv_10__reps_5.png
